,userId,movieId,rating
582,5,306,4.0
583,5,307,5.0
586,5,219,3.0
588,5,3,4.0
589,5,4,1.0
591,5,336,4.0
593,5,337,4.0
594,5,338,3.0
604,5,339,4.0
607,5,340,4.0
608,5,341,3.0
609,5,7,5.0
610,5,342,4.0
613,5,343,3.0
615,5,344,4.0
616,5,345,4.0
618,5,309,4.0
619,5,8,4.0
620,5,310,3.0
621,5,346,4.0
623,5,347,5.0
624,5,348,3.0
625,5,9,3.0
626,5,349,3.0
627,5,350,5.0
628,5,351,3.0
633,5,352,2.0
635,5,353,3.0
636,5,354,3.0
640,5,355,3.0
642,5,356,3.0
644,5,357,4.0
645,5,358,3.0
649,5,10,4.0
654,5,359,3.0
655,5,360,4.0
656,5,361,5.0
657,5,12,3.0
659,5,362,4.0
660,5,363,4.0
667,5,364,4.0
668,5,311,3.0
670,5,365,3.0
673,5,312,4.0
674,5,366,5.0
675,5,224,3.0
676,5,313,3.0
680,5,367,3.0
682,5,368,4.0
683,5,369,5.0
686,5,370,3.0
687,5,371,2.0
690,5,372,4.0
691,5,373,3.0
692,5,15,2.0
694,5,374,3.0
700,5,375,4.0
701,5,16,5.0
702,5,376,4.0
703,5,180,5.0
704,5,377,1.0
705,5,378,4.0
708,5,17,5.0
710,5,379,5.0
711,5,380,4.0
713,5,225,3.0
715,5,315,3.0
717,5,227,3.0
718,5,18,5.0
719,5,381,5.0
722,5,382,4.0
724,5,383,4.0
725,5,19,5.0
726,5,228,3.0
731,5,20,3.0
732,5,316,5.0
734,5,21,4.0
735,5,229,5.0
736,5,384,4.0
737,5,385,3.0
738,5,386,3.0
739,5,387,5.0
741,5,317,4.0
744,5,388,3.0
746,5,318,3.0
752,5,389,5.0
753,5,390,4.0
754,5,391,3.0
756,5,392,4.0
759,5,393,4.0
760,5,394,3.0
761,5,23,5.0
764,5,395,2.0
765,5,396,4.0
768,5,319,4.0
769,5,230,4.0
771,5,24,5.0
772,5,397,3.0
777,5,398,3.0
778,5,399,3.0
779,5,25,5.0
782,5,400,4.0
783,5,231,3.0
785,5,320,4.0
787,5,401,3.0
788,5,402,3.0
789,5,26,3.0
790,5,321,3.0
794,5,232,3.0
797,5,27,3.0
798,5,403,2.0
800,5,28,3.0
801,5,29,5.0
804,5,404,5.0
805,5,233,5.0
806,5,322,3.0
807,5,30,5.0
808,5,31,3.0
809,5,32,4.0
810,5,323,4.0
811,5,234,5.0
812,5,33,3.0
813,5,324,4.0
815,5,34,3.0
817,5,405,5.0
818,5,406,3.0
820,5,407,4.0
822,5,202,4.0
829,5,235,4.0
833,5,408,2.0
834,5,39,5.0
836,5,409,1.0
839,5,40,5.0
840,5,410,5.0
842,5,411,3.0
844,5,412,4.0
846,5,413,5.0
848,5,414,3.0
849,5,415,4.0
853,5,416,4.0
855,5,417,3.0
867,5,47,3.0
868,5,48,5.0
869,5,418,4.0
871,5,50,3.0
873,5,246,3.0
874,6,0,4.5
875,6,4,4.5
876,6,221,3.0
877,6,309,4.5
878,6,349,4.0
879,6,14,5.0
880,6,19,5.0
881,6,317,3.0
882,6,395,5.0
883,6,24,5.0
884,6,404,2.0
885,6,233,3.0
886,6,322,2.5
887,6,31,3.0
888,6,32,5.0
889,6,234,3.5
890,6,35,4.0
891,6,419,4.0
892,6,40,4.5
893,6,243,3.0
894,6,420,4.0
895,6,421,4.0
896,6,250,1.5
897,6,58,4.0
898,6,62,4.0
899,6,63,4.0
900,6,66,5.0
901,6,67,4.5
902,6,69,5.0
903,6,422,1.5
904,6,73,5.0
905,6,83,3.5
906,6,423,5.0
907,6,424,4.0
908,6,88,3.0
909,6,425,3.0
910,6,426,0.5
911,6,427,4.0
912,6,267,1.5
913,6,95,4.5
914,6,270,5.0
915,6,276,2.0
916,6,119,3.5
917,6,128,5.0
918,6,134,1.5
919,6,135,3.0
920,6,428,4.5
921,6,280,2.0
923,6,429,1.5
924,6,430,3.5
925,6,282,4.5
926,6,144,4.0
927,6,431,4.5
928,6,432,1.5
929,6,290,4.5
930,6,171,1.5
931,6,433,1.0
932,6,177,3.5
933,6,434,5.0
934,6,435,4.0
935,6,436,2.5
936,6,437,3.0
937,6,438,4.0
938,6,439,2.0
939,6,302,2.0
940,6,440,4.0
941,6,441,0.5
942,6,442,4.5
943,6,443,1.0
944,6,444,1.5
946,6,445,3.0
947,6,446,4.0
948,6,305,4.0
949,6,447,4.0
950,6,448,4.5
951,6,449,4.5
952,6,450,3.5
953,6,451,3.5
954,6,452,0.5
955,6,453,4.0
956,6,454,3.0
957,6,455,3.0
958,6,456,1.5
959,6,457,5.0
960,6,458,4.5
961,6,459,4.5
962,6,460,4.0
963,6,461,4.5
964,6,462,4.0
965,6,463,4.0
966,6,464,0.5
967,6,465,4.5
968,6,466,4.5
969,6,467,2.0
970,6,468,4.5
971,6,469,4.0
973,6,470,4.0
975,6,471,3.5
976,6,472,2.5
978,6,473,4.5
979,6,474,4.5
980,6,475,3.5
982,6,476,1.0
983,6,183,4.5
989,6,477,4.0
990,6,478,4.0
992,6,479,4.0
994,6,480,2.5
995,6,481,2.5
996,6,482,4.0
998,6,483,3.5
1004,6,484,3.5
1006,6,485,1.0
1007,6,486,2.0
1009,6,487,3.0
1010,6,488,4.5
1011,6,489,3.5
1014,6,490,4.0
1015,6,491,4.5
1018,6,492,1.0
1019,6,185,1.0
1022,6,493,4.5
1024,6,494,0.5
1026,7,325,4.0
1027,7,328,2.0
1028,7,329,4.0
1029,7,217,4.0
1030,7,218,3.0
1031,7,306,5.0
1032,7,308,3.0
1033,7,3,4.0
1034,7,4,5.0
1035,7,7,3.0
1036,7,344,3.0
1037,7,309,4.0
1038,7,310,2.0
1039,7,353,5.0
1040,7,354,4.0
1041,7,358,3.0
1042,7,12,4.0
1043,7,13,3.0
1044,7,362,3.0
1045,7,364,3.0
1046,7,311,5.0
1047,7,370,3.0
1048,7,372,3.0
1049,7,15,4.0
1050,7,376,3.0
1051,7,180,5.0
1052,7,380,3.0
1053,7,19,3.0
1054,7,228,5.0
1055,7,316,5.0
1056,7,21,3.0
1057,7,387,4.0
1058,7,317,5.0
1059,7,389,1.0
1060,7,392,3.0
1061,7,393,4.0
1062,7,23,3.0
1063,7,24,4.0
1064,7,25,2.0
1065,7,26,5.0
1066,7,232,3.0
1067,7,495,3.0
1068,7,404,3.0
1069,7,30,5.0
1070,7,31,3.0
1071,7,32,4.0
1072,7,324,3.0
1075,8,11,4.0
1076,8,385,3.0
1078,8,496,4.0
1079,8,42,5.0
1080,8,497,2.0
1082,8,60,5.0
1083,8,73,5.0
1084,8,498,4.0
1086,8,499,3.0
1087,8,99,4.0
1088,8,500,3.0
1089,8,501,5.0
1097,8,448,5.0
1098,8,450,4.0
1099,8,452,3.0
1100,8,453,4.0
1103,8,502,5.0
1104,8,503,1.0
1107,8,504,3.0
1111,8,505,5.0
1112,8,459,5.0
1113,8,506,4.0
1119,9,15,1.0
1120,9,19,3.5
1121,9,233,4.0
1122,9,324,3.5
1123,9,242,4.0
1124,9,507,0.5
1125,9,508,3.0
1126,9,509,3.0
1127,9,510,3.0
1128,9,426,3.5
1129,9,266,4.0
1130,9,130,0.5
1131,9,428,3.5
1132,9,282,0.5
1133,9,144,1.0
1134,9,151,0.5
1135,9,171,4.0
1136,9,511,3.0
1137,9,302,3.5
1138,9,440,4.5
1139,9,512,4.5
1140,9,448,4.0
1141,9,449,4.0
1143,9,513,3.5
1144,9,514,3.0
1146,9,459,4.0
1148,9,515,3.0
1150,9,516,3.5
1152,9,517,4.0
1155,9,469,4.0
1158,9,518,3.5
1160,9,519,3.5
1161,9,520,5.0
1162,9,521,3.5
1163,9,522,5.0
1164,9,474,3.5
1165,9,475,3.5
1168,9,479,2.5
1170,9,480,1.0
1171,9,523,3.5
1173,9,524,4.5
1175,9,525,3.0
1176,9,486,5.0
1177,9,526,3.0
1178,9,527,4.0
1180,9,528,3.0
1181,9,493,5.0
1182,9,494,5.0
1183,9,529,3.0
1186,9,530,3.5
1187,9,531,3.5
1190,9,186,4.5
1196,9,532,3.5
1197,9,533,4.5
1198,9,534,0.5
1200,9,535,4.0
1202,9,536,3.0
1206,9,537,2.5
1211,9,538,2.5
1212,9,539,3.0
1216,9,540,5.0
1217,9,541,3.5
1219,9,542,5.0
1220,9,543,3.5
1226,9,544,4.0
1227,9,545,3.0
1229,9,193,5.0
1230,9,546,5.0
1232,9,547,4.0
1234,9,548,3.0
1236,9,549,5.0
1238,9,550,1.0
1244,9,551,3.5
1245,9,552,4.5
1246,9,196,1.0
1248,9,553,0.5
1249,9,197,0.5
1254,9,554,1.0
1259,10,2,5.0
1260,10,328,3.0
1261,10,307,4.0
1262,10,555,2.0
1263,10,339,3.0
1264,10,7,5.0
1265,10,309,5.0
1266,10,310,3.0
1267,10,349,3.0
1268,10,351,4.0
1269,10,358,3.0
1270,10,372,4.0
1271,10,180,4.0
1272,10,18,5.0
1273,10,19,5.0
1274,10,229,3.0
1275,10,556,2.0
1276,10,387,3.0
1277,10,317,4.0
1278,10,390,3.0
1279,10,23,5.0
1280,10,395,3.0
1281,10,319,4.0
1282,10,24,4.0
1285,10,557,5.0
1286,10,322,4.0
1287,10,32,5.0
1288,10,35,4.0
1289,10,38,4.0
1290,10,39,4.0
1291,10,40,4.0
1293,10,421,5.0
1294,10,63,4.0
1295,10,558,4.0
1296,10,559,3.0
1297,10,560,3.0
1298,10,260,1.0
1299,10,81,5.0
1300,10,561,3.0
1302,10,84,4.0
1303,10,85,3.0
1304,10,423,5.0
1305,10,562,4.0
1306,10,263,4.0
1308,10,563,4.0
1312,10,181,4.0
1313,10,564,5.0
1314,10,426,5.0
1316,10,565,2.0
1317,10,427,4.0
1318,10,566,4.0
1319,10,267,4.0
1320,10,567,2.0
1322,10,101,5.0
1323,11,308,4.0
1324,11,350,5.0
1326,11,365,5.0
1327,11,312,4.5
1328,11,369,3.0
1329,11,228,3.5
1330,11,27,3.5
1331,11,413,4.0
1332,11,415,5.0
1333,11,243,4.5
1334,11,72,3.5
1335,11,568,5.0
1336,11,569,3.0
1337,11,564,5.0
1338,11,570,3.5
1340,11,571,3.5
1341,11,572,3.0
1342,11,573,5.0
1343,11,574,5.0
1344,11,575,5.0
1345,11,576,4.0
1346,11,430,5.0
1348,11,294,4.5
1349,11,438,4.5
1350,11,514,4.0
1351,11,517,5.0
1352,11,522,5.0
1353,11,526,5.0
1354,11,533,5.0
1355,12,3,5.0
1357,12,324,3.0
1359,12,60,5.0
1360,12,577,4.0
1362,12,578,4.0
1363,12,564,4.0
1364,12,273,3.0
1365,12,113,3.0
1366,12,579,2.0
1367,12,130,5.0
1368,12,580,4.0
1369,12,581,2.0
1371,12,171,5.0
1372,12,582,4.0
1373,12,583,3.0
1374,12,584,4.0
1375,12,177,4.0
1376,12,585,4.0
1377,12,586,4.0
1378,12,587,4.0
1380,12,292,4.0
1382,12,436,3.0
1383,12,295,5.0
1384,12,588,5.0
1385,12,589,4.0
1387,13,327,3.0
1388,13,332,1.0
1389,13,335,4.0
1390,13,218,4.0
1391,13,308,3.0
1392,13,3,5.0
1393,13,339,5.0
1394,13,341,3.0
1395,13,7,5.0
1396,13,309,4.0
1397,13,310,2.0
1398,13,590,3.0
1399,13,12,3.0
1400,13,313,5.0
1401,13,370,5.0
1402,13,371,4.0
1403,13,15,3.0
1404,13,180,3.0
1405,13,379,5.0
1406,13,380,4.0
1407,13,315,2.0
1409,13,19,4.0
1410,13,21,1.0
1411,13,556,4.0
1412,13,387,3.0
1413,13,388,4.0
1414,13,390,4.0
1416,13,394,3.0
1418,13,24,3.0
1420,13,400,3.0
1421,13,231,5.0
1422,13,402,3.0
1423,13,26,3.0
1424,13,232,4.0
1426,13,28,3.0
1427,13,29,4.0
1428,13,495,3.0
1429,13,30,4.0
1430,13,31,2.0
1431,13,32,4.0
1432,13,324,3.0
1433,13,591,1.0
1434,14,0,2.5
1435,14,555,1.0
1436,14,3,3.5
1437,14,346,1.0
1438,14,592,1.0
1439,14,365,3.0
1440,14,14,5.0
1441,14,373,3.0
1442,14,15,4.0
1443,14,180,5.0
1444,14,383,1.0
1445,14,19,5.0
1446,14,316,3.0
1447,14,26,5.0
1448,14,233,3.0
1449,14,322,5.0
1450,14,33,2.0
1451,14,40,3.5
1452,14,204,2.0
1453,14,593,4.0
1454,14,58,5.0
1455,14,60,4.0
1456,14,594,5.0
1457,14,63,5.0
1458,14,65,5.0
1459,14,69,4.0
1460,14,72,3.5
1461,14,73,5.0
1462,14,595,3.0
1463,14,596,3.0
1464,14,597,4.5
1465,14,598,2.5
1466,14,599,5.0
1467,14,499,5.0
1468,14,99,4.0
1469,14,101,3.5
1470,14,600,3.0
1471,14,601,1.5
1472,14,274,5.0
1473,14,602,2.5
1474,14,118,4.5
1475,14,130,4.0
1476,14,282,3.0
1477,14,144,4.0
1478,14,146,4.5
1479,14,151,2.5
1480,14,160,5.0
1482,14,603,4.0
1483,14,604,5.0
1484,14,605,3.5
1485,14,606,4.0
1486,14,171,5.0
1487,14,172,1.5
1488,14,584,3.0
1489,14,215,4.0
1490,14,437,3.0
1491,14,438,4.0
1492,14,607,3.5
1493,14,300,1.5
1494,14,440,3.0
1495,14,442,4.0
1496,14,608,5.0
1497,14,446,3.5
1498,14,448,3.5
1499,14,449,5.0
1500,14,453,4.0
1501,14,457,3.0
1502,14,459,3.5
1503,14,609,2.0
1504,14,460,5.0
1505,14,516,3.0
1506,14,610,3.5
1507,14,182,3.0
1508,14,611,3.5
1509,14,612,3.0
1510,14,471,2.5
1511,14,613,3.5
1512,14,479,2.5
1513,14,485,5.0
1515,14,614,3.0
1516,14,615,4.5
1517,14,616,3.0
1518,14,617,3.5
1519,14,186,2.0
1520,14,618,2.0
1521,14,619,3.5
1523,14,620,4.0
1524,14,621,3.0
1525,14,535,3.5
1526,14,622,4.0
1527,14,623,3.5
1530,14,538,3.0
1531,14,191,3.5
1532,14,624,5.0
1533,14,625,4.5
1534,14,626,3.5
1535,14,627,2.0
1536,14,628,3.0
1537,14,193,2.0
1538,14,629,3.0
1539,14,630,3.0
1540,14,550,4.0
1541,14,195,1.0
1544,14,631,4.5
1545,14,632,4.0
1546,14,553,2.0
1547,14,197,4.0
1548,14,633,1.5
1549,14,634,4.5
1550,14,635,4.5
1551,14,636,1.5
1552,14,637,2.0
1553,14,199,2.0
1555,14,200,2.0
1556,14,638,5.0
1557,14,639,2.0
1558,14,640,2.0
1560,14,641,4.0
1561,14,642,4.5
1564,14,643,3.0
1567,14,644,5.0
1569,15,3,3.5
1570,15,4,4.0
1571,15,645,4.5
1572,15,356,2.0
1573,15,14,3.0
1574,15,373,4.0
1575,15,15,3.0
1576,15,180,4.0
1578,15,19,3.5
1579,15,26,4.0
1580,15,646,4.5
1581,15,32,3.0
1582,15,34,4.5
1584,15,647,4.0
1585,15,419,4.5
1586,15,204,4.0
1587,15,593,2.5
1588,15,239,3.5
1589,15,242,3.5
1590,15,648,4.0
1591,15,42,3.5
1592,15,52,4.0
1593,15,57,4.0
1595,15,649,4.0
1596,15,650,3.5
1597,15,251,2.5
1598,15,651,4.0
1599,15,58,3.0
1600,15,59,4.0
1601,15,60,3.5
1602,15,252,5.0
1603,15,652,3.0
1604,15,253,4.0
1605,15,653,4.0
1606,15,62,4.0
1607,15,64,3.5
1608,15,65,4.0
1609,15,66,3.0
1610,15,68,4.5
1611,15,654,4.0
1612,15,655,4.0
1613,15,509,4.0
1614,15,656,4.5
1616,15,657,4.0
1617,15,658,4.0
1618,15,659,4.0
1620,15,660,4.0
1621,15,88,3.5
1622,15,661,3.5
1623,15,181,3.5
1624,15,270,4.0
1625,15,272,3.5
1626,15,118,3.5
1627,15,123,1.5
1628,15,662,3.0
1629,15,130,3.5
1630,15,136,3.0
1631,15,663,3.5
1632,15,664,3.5
1633,15,282,3.5
1634,15,144,3.5
1635,15,151,3.5
1636,15,665,4.0
1638,15,666,4.0
1639,15,667,3.5
1643,15,215,4.0
1644,15,296,3.5
1645,15,588,3.0
1646,15,300,4.5
1647,15,668,3.5
1648,15,669,4.0
1649,15,448,3.5
1650,15,457,4.5
1652,15,459,3.5
1653,15,609,4.0
1654,15,670,3.5
1655,15,671,3.5
1656,15,469,3.5
1657,15,672,3.5
1659,15,673,4.0
1660,15,674,4.0
1661,15,186,4.5
1662,15,619,4.0
1663,15,535,4.0
1664,15,675,4.5
1665,15,191,3.0
1666,15,193,4.5
1667,16,0,4.5
1668,16,555,3.5
1669,16,3,4.0
1670,16,4,4.5
1671,16,7,4.5
1672,16,645,4.0
1673,16,309,3.5
1674,16,14,5.0
1675,16,373,3.5
1676,16,15,5.0
1677,16,180,5.0
1678,16,19,5.0
1679,16,24,4.5
1680,16,26,4.5
1681,16,646,3.5
1682,16,322,4.5
1683,16,30,4.5
1684,16,31,4.5
1685,16,32,4.5
1686,16,419,4.5
1687,16,40,4.0
1688,16,593,5.0
1689,16,237,3.5
1690,16,239,4.0
1691,16,241,3.5
1692,16,46,4.5
1693,16,676,4.0
1694,16,52,4.0
1695,16,53,4.5
1696,16,206,4.0
1698,16,651,4.5
1699,16,58,5.0
1700,16,59,3.5
1701,16,60,4.5
1702,16,652,5.0
1703,16,61,5.0
1705,16,63,5.0
1706,16,64,4.5
1707,16,677,4.5
1708,16,68,4.5
1709,16,678,4.5
1710,16,679,4.0
1711,16,69,5.0
1712,16,656,4.0
1713,16,71,4.0
1714,16,256,4.0
1715,16,207,4.0
1716,16,73,4.5
1717,16,77,4.0
1718,16,558,3.0
1719,16,680,3.5
1720,16,569,4.0
1721,16,262,3.0
1722,16,92,5.0
1723,16,96,4.0
1724,16,98,4.0
1725,16,270,3.5
1726,16,101,4.5
1727,16,681,4.0
1728,16,118,4.5
1729,16,126,4.5
1730,16,130,5.0
1731,16,430,3.5
1732,16,282,4.0
1733,16,144,4.0
1734,16,151,4.5
1735,16,682,4.5
1736,16,160,4.5
1737,16,683,4.0
1740,16,684,4.5
1741,16,174,3.5
1742,16,215,4.5
1743,16,300,4.0
1744,16,685,4.0
1745,16,448,4.5
1746,16,457,5.0
1748,16,459,5.0
1749,16,609,4.0
1750,16,686,4.5
1751,16,670,5.0
1752,16,687,3.5
1753,16,671,5.0
1754,16,469,4.5
1756,16,673,4.0
1757,16,688,4.5
1758,16,486,4.0
1759,16,674,4.5
1760,16,185,4.0
1761,16,186,4.5
1762,16,619,3.5
1763,16,689,3.5
1764,16,188,4.0
1765,16,690,4.5
1767,16,675,4.0
1768,16,191,4.5
1769,16,691,4.0
1770,16,692,3.5
1771,16,693,4.0
1772,17,0,3.5
1773,17,325,3.0
1774,17,2,4.0
1775,17,330,4.5
1776,17,218,4.0
1777,17,306,2.5
1778,17,307,4.0
1779,17,3,4.5
1780,17,4,5.0
1781,17,5,3.5
1782,17,340,2.5
1783,17,7,4.5
1784,17,645,4.0
1785,17,345,3.5
1786,17,9,4.0
1787,17,349,4.0
1788,17,352,4.0
1789,17,358,3.0
1790,17,11,4.0
1791,17,12,2.5
1792,17,13,4.5
1793,17,14,4.0
1794,17,371,4.0
1795,17,373,4.5
1796,17,15,4.0
1797,17,180,5.0
1798,17,378,4.0
1799,17,379,4.0
1800,17,315,2.5
1801,17,19,4.5
1802,17,316,3.0
1803,17,21,2.5
1804,17,384,3.0
1805,17,386,2.5
1806,17,387,2.5
1807,17,317,2.5
1808,17,694,4.0
1809,17,391,2.0
1810,17,695,3.0
1811,17,23,3.5
1812,17,395,2.5
1813,17,24,3.5
