;movieId;title;genres
273;273;Pretty in Pink (1986);Comedy|Drama|Romance
274;274;Gods Must Be Crazy, The (1980);Adventure|Comedy
275;275;Strangers on a Train (1951);Crime|Drama|Film-Noir|Thriller
276;276;Life Is Beautiful (La Vita è bella) (1997);Comedy|Drama|Romance|War
277;277;Elizabeth (1998);Drama
278;278;Waking Ned Devine (a.k.a. Waking Ned) (1998);Comedy
279;279;Election (1999);Comedy
280;280;Austin Powers: The Spy Who Shagged Me (1999);Action|Adventure|Comedy
281;281;Eyes Wide Shut (1999);Drama|Mystery|Thriller
282;282;Sixth Sense, The (1999);Drama|Horror|Mystery
283;283;Thomas Crown Affair, The (1999);Action|Mystery
284;284;Bowfinger (1999);Comedy
285;285;Airplane! (1980);Comedy
286;286;Magnolia (1999);Drama
287;287;Galaxy Quest (1999);Adventure|Comedy|Sci-Fi
288;288;League of Their Own, A (1992);Comedy|Drama
289;289;Wonder Boys (2000);Comedy|Drama
290;290;Erin Brockovich (2000);Drama
291;291;High Fidelity (2000);Comedy|Drama|Romance
292;292;Almost Famous (2000);Drama
293;293;Best in Show (2000);Comedy
294;294;Billy Elliot (2000);Drama
295;295;Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000);Action|Drama|Romance
296;296;Planes, Trains & Automobiles (1987);Comedy
297;297;Chocolat (2000);Drama|Romance
298;298;O Brother, Where Art Thou? (2000);Adventure|Comedy|Crime
299;299;Traffic (2000);Crime|Drama|Thriller
300;300;Memento (2000);Mystery|Thriller
301;301;Blow (2001);Crime|Drama
302;302;Bridget Jones's Diary (2001);Comedy|Drama|Romance
303;303;Moulin Rouge (2001);Drama|Musical|Romance
304;304;Ghost World (2001);Comedy|Drama
305;305;Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001);Adventure|Children|Fantasy
306;306;Babe (1995);Children|Drama
307;307;Dead Man Walking (1995);Crime|Drama
308;308;Clueless (1995);Comedy|Romance
309;309;Apollo 13 (1995);Adventure|Drama|IMAX
310;310;Batman Forever (1995);Action|Adventure|Comedy|Crime
311;311;Interview with the Vampire: The Vampire Chronicles (1994);Drama|Horror
312;312;Little Women (1994);Drama
313;313;Legends of the Fall (1994);Drama|Romance|War|Western
314;314;Quiz Show (1994);Drama
315;315;Ace Ventura: Pet Detective (1994);Comedy
316;316;Lion King, The (1994);Adventure|Animation|Children|Drama|Musical|IMAX
317;317;True Lies (1994);Action|Adventure|Comedy|Romance|Thriller
318;318;Addams Family Values (1993);Children|Comedy|Fantasy
319;319;In the Line of Fire (1993);Action|Thriller
320;320;Remains of the Day, The (1993);Drama|Romance
321;321;Secret Garden, The (1993);Children|Drama
322;322;Terminator 2: Judgment Day (1991);Action|Sci-Fi
323;323;Snow White and the Seven Dwarfs (1937);Animation|Children|Drama|Fantasy|Musical
324;324;Pretty Woman (1990);Comedy|Romance
325;325;Jumanji (1995);Adventure|Children|Fantasy
326;326;Father of the Bride Part II (1995);Comedy
327;327;Sabrina (1995);Comedy|Romance
328;328;GoldenEye (1995);Action|Adventure|Thriller
329;329;American President, The (1995);Comedy|Drama|Romance
330;330;Casino (1995);Crime|Drama
331;331;Sense and Sensibility (1995);Drama|Romance
332;332;Ace Ventura: When Nature Calls (1995);Comedy
333;333;Copycat (1995);Crime|Drama|Horror|Mystery|Thriller
334;334;Powder (1995);Drama|Sci-Fi
335;335;Leaving Las Vegas (1995);Drama|Romance
336;336;Indian in the Cupboard, The (1995);Adventure|Children|Fantasy
337;337;Mr. Holland's Opus (1995);Drama
338;338;Bio-Dome (1996);Comedy
339;339;Broken Arrow (1996);Action|Adventure|Thriller
340;340;Happy Gilmore (1996);Comedy
341;341;Bridges of Madison County, The (1995);Drama|Romance
342;342;Rumble in the Bronx (Hont faan kui) (1995);Action|Adventure|Comedy|Crime
343;343;Down Periscope (1996);Comedy
344;344;Birdcage, The (1996);Comedy
345;345;Bad Boys (1995);Action|Comedy|Crime|Drama|Thriller
346;346;Casper (1995);Adventure|Children
347;347;Congo (1995);Action|Adventure|Mystery|Sci-Fi
348;348;Crimson Tide (1995);Drama|Thriller|War
349;349;Die Hard: With a Vengeance (1995);Action|Crime|Thriller
350;350;First Knight (1995);Action|Drama|Romance
351;351;Hackers (1995);Action|Adventure|Crime|Thriller
352;352;Mallrats (1995);Comedy|Romance
353;353;Net, The (1995);Action|Crime|Thriller
354;354;Nine Months (1995);Comedy|Romance
355;355;Species (1995);Horror|Sci-Fi
356;356;Under Siege 2: Dark Territory (1995);Action
357;357;Walk in the Clouds, A (1995);Drama|Romance
358;358;Waterworld (1995);Action|Adventure|Sci-Fi
359;359;Don Juan DeMarco (1995);Comedy|Drama|Romance
360;360;Disclosure (1994);Drama|Thriller
361;361;Dolores Claiborne (1995);Drama|Thriller
362;362;French Kiss (1995);Action|Comedy|Romance
363;363;Forget Paris (1995);Comedy|Romance
364;364;I.Q. (1994);Comedy|Romance
365;365;Junior (1994);Comedy|Sci-Fi
366;366;Little Princess, A (1995);Children|Drama
367;367;Mary Shelley's Frankenstein (Frankenstein) (1994);Drama|Horror|Sci-Fi
368;368;Milk Money (1994);Comedy|Romance
369;369;Miracle on 34th Street (1994);Drama
370;370;Nell (1994);Drama
371;371;Natural Born Killers (1994);Action|Crime|Thriller
372;372;Outbreak (1995);Action|Drama|Sci-Fi|Thriller
373;373;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller
374;374;Quick and the Dead, The (1995);Action|Thriller|Western
375;375;Specialist, The (1994);Action|Drama|Thriller
376;376;Santa Clause, The (1994);Comedy|Drama|Fantasy
377;377;Tank Girl (1995);Action|Comedy|Sci-Fi
378;378;Star Trek: Generations (1994);Adventure|Drama|Sci-Fi
379;379;What's Eating Gilbert Grape (1993);Drama
380;380;While You Were Sleeping (1995);Comedy|Romance
381;381;Client, The (1994);Drama|Mystery|Thriller
382;382;Crow, The (1994);Action|Crime|Fantasy|Thriller
383;383;Flintstones, The (1994);Children|Comedy|Fantasy
384;384;Naked Gun 33 1/3: The Final Insult (1994);Action|Comedy
385;385;Paper, The (1994);Comedy|Drama
386;386;Richie Rich (1994);Children|Comedy
387;387;Speed (1994);Action|Romance|Thriller
388;388;Wyatt Earp (1994);Western
389;389;City Slickers II: The Legend of Curly's Gold (1994);Adventure|Comedy|Western
390;390;Cliffhanger (1993);Action|Adventure|Thriller
391;391;Coneheads (1993);Comedy|Sci-Fi
392;392;Dave (1993);Comedy|Romance
393;393;Firm, The (1993);Drama|Thriller
394;394;Free Willy (1993);Adventure|Children|Drama
395;395;Hot Shots! Part Deux (1993);Action|Comedy|War
396;396;Englishman Who Went Up a Hill But Came Down a Mountain, The (1995);Comedy|Romance
397;397;Last Action Hero (1993);Action|Adventure|Comedy|Fantasy
398;398;Executive Decision (1996);Action|Adventure|Thriller
399;399;Much Ado About Nothing (1993);Comedy|Romance
400;400;Philadelphia (1993);Drama
401;401;Robin Hood: Men in Tights (1993);Comedy
402;402;Rudy (1993);Drama
403;403;Super Mario Bros. (1993);Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
404;404;Ghost (1990);Comedy|Drama|Fantasy|Romance|Thriller
405;405;Aristocats, The (1970);Animation|Children
406;406;Primal Fear (1996);Crime|Drama|Mystery|Thriller
407;407;Sgt. Bilko (1996);Comedy
408;408;Multiplicity (1996);Comedy
409;409;Striptease (1996);Comedy|Crime
410;410;Hunchback of Notre Dame, The (1996);Animation|Children|Drama|Musical|Romance
411;411;Frighteners, The (1996);Comedy|Horror|Thriller
412;412;Phenomenon (1996);Drama|Romance
413;413;First Wives Club, The (1996);Comedy
414;414;Matilda (1996);Children|Comedy|Fantasy
415;415;Emma (1996);Comedy|Drama|Romance
416;416;Tin Cup (1996);Comedy|Drama|Romance
417;417;Island of Dr. Moreau, The (1996);Sci-Fi|Thriller
418;418;Sleepers (1996);Thriller
419;419;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964);Comedy|War
420;420;2001: A Space Odyssey (1968);Adventure|Drama|Sci-Fi
421;421;Top Gun (1986);Action|Romance
422;422;Dead Poets Society (1989);Drama
423;423;Contact (1997);Drama|Sci-Fi
424;424;Hunt for Red October, The (1990);Action|Adventure|Thriller
425;425;Truman Show, The (1998);Comedy|Drama|Sci-Fi
426;426;As Good as It Gets (1997);Comedy|Drama|Romance
427;427;Armageddon (1998);Action|Romance|Sci-Fi|Thriller
428;428;Notting Hill (1999);Comedy|Romance
429;429;Wild Wild West (1999);Action|Comedy|Sci-Fi|Western
430;430;Ghostbusters II (1989);Comedy|Fantasy|Sci-Fi
431;431;Toy Story 2 (1999);Adventure|Animation|Children|Comedy|Fantasy
432;432;Mission to Mars (2000);Sci-Fi
433;433;Mission: Impossible II (2000);Action|Adventure|Thriller
434;434;Naked Gun 2 1/2: The Smell of Fear, The (1991);Comedy
435;435;Remember the Titans (2000);Drama
436;436;Charlie's Angels (2000);Action|Comedy
437;437;Unbreakable (2000);Drama|Sci-Fi
438;438;What Women Want (2000);Comedy|Romance
439;439;Enemy at the Gates (2001);Drama|War
440;440;Shrek (2001);Adventure|Animation|Children|Comedy|Fantasy|Romance
441;441;Pearl Harbor (2001);Action|Drama|Romance|War
442;442;A.I. Artificial Intelligence (2001);Adventure|Drama|Sci-Fi
443;443;Planet of the Apes (2001);Action|Adventure|Drama|Sci-Fi
444;444;Princess Diaries, The (2001);Children|Comedy|Romance
445;445;K-PAX (2001);Drama|Fantasy|Mystery|Sci-Fi
446;446;Monsters, Inc. (2001);Adventure|Animation|Children|Comedy|Fantasy
447;447;Ocean's Eleven (2001);Crime|Thriller
448;448;Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy
449;449;Beautiful Mind, A (2001);Drama|Romance
450;450;Ice Age (2002);Adventure|Animation|Children|Comedy
451;451;Spider-Man (2002);Action|Adventure|Sci-Fi|Thriller
452;452;Star Wars: Episode II - Attack of the Clones (2002);Action|Adventure|Sci-Fi|IMAX
453;453;Minority Report (2002);Action|Crime|Mystery|Sci-Fi|Thriller
454;454;Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002);Action|Comedy|Sci-Fi
455;455;Road to Perdition (2002);Crime|Drama
456;456;Signs (2002);Horror|Sci-Fi|Thriller
457;457;Spirited Away (Sen to Chihiro no kamikakushi) (2001);Adventure|Animation|Fantasy
458;458;Harry Potter and the Chamber of Secrets (2002);Adventure|Fantasy
459;459;Lord of the Rings: The Two Towers, The (2002);Adventure|Fantasy
460;460;Catch Me If You Can (2002);Crime|Drama
461;461;Chicago (2002);Comedy|Crime|Drama|Musical
462;462;X2: X-Men United (2003);Action|Adventure|Sci-Fi|Thriller
463;463;Matrix Reloaded, The (2003);Action|Adventure|Sci-Fi|Thriller|IMAX
464;464;Hulk (2003);Action|Adventure|Sci-Fi
465;465;Pirates of the Caribbean: The Curse of the Black Pearl (2003);Action|Adventure|Comedy|Fantasy
466;466;School of Rock (2003);Comedy|Musical
467;467;Matrix Revolutions, The (2003);Action|Adventure|Sci-Fi|Thriller|IMAX
468;468;Last Samurai, The (2003);Action|Adventure|Drama|War
469;469;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy
470;470;Man on Fire (2004);Action|Crime|Drama|Mystery|Thriller
471;471;Shrek 2 (2004);Adventure|Animation|Children|Comedy|Musical|Romance
472;472;Harry Potter and the Prisoner of Azkaban (2004);Adventure|Fantasy|IMAX
473;473;Dodgeball: A True Underdog Story (2004);Comedy
474;474;Spider-Man 2 (2004);Action|Adventure|Sci-Fi|IMAX
475;475;Bourne Supremacy, The (2004);Action|Crime|Thriller
476;476;Village, The (2004);Drama|Mystery|Thriller
477;477;Sideways (2004);Comedy|Drama|Romance
478;478;Saw (2004);Horror|Mystery|Thriller
